cokey,chkey,prcent,slope_r,slope,hzname,depth,awc,clay,silt,sand,OM,dbthirdbar,th33,th1500,bd,lat,lon
20187440,59249382,90.0,0.5,1,Bt/E,30.0,0.21,28.2,64.5,7.3,0.25,1.46,31.0,16.8,-0.2954,30.539293,-92.082541
20187440,59249384,90.0,0.5,1,B't,56.0,0.2,28.2,67.8,4.0,0.25,1.36,30.2,15.6,-0.2884,30.539293,-92.082541
20187440,59249383,90.0,0.5,1,BC,109.0,0.23,18.9,76.1,5.0,0.25,1.48,27.1,11.5,-0.2562,30.539293,-92.082541
20184205,59242618,90.0,0.5,1,A,0.0,0.2,67.5,30.7,1.8,3.0,1.14,47.2,35.9,-0.4606,30.146506,-91.6308
20184205,59242619,90.0,0.5,1,Bg1,10.0,0.19,67.5,30.7,1.8,2.0,1.18,46.5,35.7,-0.4532,30.146506,-91.6308
20184205,59242620,90.0,0.5,1,Bg2,46.0,0.17,77.5,20.7,1.8,0.75,1.26,46.4,40.9,-0.4514,30.146506,-91.6308
20184205,59242621,90.0,0.5,1,BCg,79.0,0.17,65.0,24.6,10.4,0.25,1.32,43.2,34.6,-0.4188,30.146506,-91.6308
20181802,59235940,85.0,1,2,A,0.0,0.14,9.0,24.0,67.0,1.25,1.52,17.7,8,-0.1618,30.423421,-89.852358
20181802,59235941,85.0,1,2,Bt,13.0,0.13,14.0,20.0,66.0,0.5,1.64,20.6,11.1,-0.1896,30.423421,-89.852358
20181802,59235942,85.0,1,2,C,91.0,0.08,5.0,9.0,86.0,0.2,1.6,12.8,3.9,-0.112,30.423421,-89.852358
20178101,59224008,90.0,6,8,Ap,0.0,0.22,7.0,71.1,21.9,2.25,1.5,23.3,7.5,-0.218,30.606082,-90.392215
20178101,59224009,90.0,6,8,Bt,10.0,0.22,24.0,69.0,7.0,0.25,1.5,29.6,14.7,-0.281,30.606082,-90.392215
20178101,59224006,90.0,6,8,2Btx1,64.0,0.11,27.5,45.2,27.3,0.25,1.65,32.6,19.4,-0.3095,30.606082,-90.392215
20178101,59224007,90.0,6,8,2Btx2,122.0,0.11,45.0,28.9,26.1,0.25,1.6,33.7,21.9,-0.321,30.606082,-90.392215
20173741,59212401,90.0,0.5,1,Ap,0.0,0.11,60.0,38.2,1.8,2.25,1.35,41.7,34.3,-0.4035,31.996437,-91.313255
20173741,59212402,90.0,0.5,1,Bg,13.0,0.11,75.0,23.2,1.8,0.25,1.35,44.0,40.2,-0.4265,31.996437,-91.313255
20173741,59212403,90.0,0.5,1,Bssg,71.0,0.11,75.0,23.2,1.8,0.25,1.35,44.0,40.2,-0.4265,31.996437,-91.313255
20173741,59212404,90.0,0.5,1,Cssyg,124.0,0.17,55.8,37.8,6.4,0.25,1.45,38.9,30.7,-0.3745,31.996437,-91.313255
20172340,59209715,85.0,0.1,0.2,Cg,132.0,0.15,70.0,21.1,8.9,5.0,0.58,49.1,23.7,-0.4852,29.424081,-90.797002
20171839,59208465,90.0,8,12,A,0.0,0.1,10.0,22.0,68.0,2.25,1.43,12.4,6.1,-0.1097,32.793957,-92.292862
20171839,59208466,90.0,8,12,Bt,28.0,0.1,47.5,2.8,49.7,0.25,1.56,28.1,22.6,-0.2654,32.793957,-92.292862
20171839,59208468,90.0,8,12,Bt/Bsm,74.0,0.08,47.5,2.8,49.7,0.25,1.56,21.2,17.1,-0.1964,32.793957,-92.292862
20171839,59208467,90.0,8,12,BC,135.0,0.14,20.0,13.1,66.9,0.25,1.6,19.3,11.7,-0.177,32.793957,-92.292862
20171407,59207369,85.0,0.5,1,Ap,0.0,0.19,33.0,60.6,6.4,2.25,1.48,34.3,22.4,-0.3282,29.971815000000007,-92.344921
20171407,59207367,85.0,0.5,1,Btg,18.0,0.19,45.0,49.5,5.5,0.25,1.4,32.1,24.6,-0.307,29.971815000000007,-92.344921
20171407,59207368,85.0,0.5,1,Btkssg,122.0,0.19,45.0,49.5,5.5,0.25,1.4,32.1,24.6,-0.307,29.971815000000007,-92.344921
20172976,59211447,87.0,9,12,A,0.0,0.11,8.0,5.0,87.0,1.25,1.58,18.8,9.6,-0.1722,31.063559,-93.346729
20172976,59211448,87.0,9,12,E,15.0,0.1,8.0,4.7,87.3,0.25,1.58,17.7,8.3,-0.1612,31.063559,-93.346729
20172976,59211449,87.0,9,12,Bt,58.0,0.17,25.0,13.2,61.8,0.1,1.62,23.9,16.4,-0.2228,31.063559,-93.346729
20160831,59172731,40.0,0.5,1,H1,0.0,0.19,16.5,69.7,13.8,1.5,1.48,27.4,11.8,-0.2592,30.844629,-89.90257199999998
20160831,59172732,40.0,0.5,1,H2,36.0,0.19,28.0,65.0,7.0,0.75,1.48,31.4,17.6,-0.2992,30.844629,-89.90257199999998
20158554,59166662,50.0,0.5,1,"A, Eg",0.0,0.22,16.0,70.0,14.0,2.0,1.35,26.8,11.2,-0.2545,32.737748,-93.350613
20158554,59166663,50.0,0.5,1,Btg/E,58.0,0.19,27.5,65.4,7.1,0.75,1.42,30.8,16.6,-0.2938,32.737748,-93.350613
20158554,59166664,50.0,0.5,1,Btg,112.0,0.19,26.0,67.2,6.8,0.75,1.42,30.2,15.7,-0.2878,32.737748,-93.350613
20154906,59154233,90.0,0.5,1,H1,0.0,0.22,14.0,23.3,62.7,2.2,1.48,21.8,12.6,-0.2032,30.491993,-91.293555
20154906,59154234,90.0,0.5,1,H2,10.0,0.21,14.0,23.3,62.7,0.75,1.5,20.2,10.7,-0.187,30.491993,-91.293555
20151604,59143496,50.0,2,3,Ap,0.0,0.23,14.0,83.0,3.0,1.25,1.44,25.6,9.8,-0.2416,32.806717,-91.436178
20151604,59143498,50.0,2,3,Bw,15.0,0.22,24.0,73.0,3.0,0.3,1.44,29.2,14.2,-0.2776,32.806717,-91.436178
20151604,59143499,50.0,2,3,E,43.0,0.24,14.0,84.0,2.0,0.2,1.5,24.5,8.7,-0.23,32.806717,-91.436178
20151604,59143497,50.0,2,3,Btx,50.0,0.11,23.5,73.5,3.0,0.2,1.56,29.7,14.9,-0.2814,32.806717,-91.436178
20150035,59138342,60.0,24,40,A,0.0,0.22,12.1,83.5,4.4,2.5,1.4,25.9,10.1,-0.245,30.860828,-91.434928
20150035,59138343,60.0,24,40,Bt1,13.0,0.21,23.0,75.6,1.4,0.75,1.4,28.9,13.8,-0.275,30.860828,-91.434928
20150035,59138344,60.0,24,40,Bt2,38.0,0.22,27.6,71.2,1.2,0.25,1.4,30.3,15.8,-0.289,30.860828,-91.434928
20150035,59138345,60.0,24,40,Bt3,73.0,0.21,20.6,77.5,1.9,0.11,1.56,28.3,13,-0.2674,30.860828,-91.434928
20147864,59133511,85.0,3,5,H1,0.0,0.15,9.5,21.6,68.9,1.75,1.55,18.3,8.9,-0.1675,31.920032,-92.721642
20147864,59133510,85.0,3,5,H2,25.0,0.14,25.0,18.0,57.0,0.25,1.55,24.0,16.1,-0.2245,31.920032,-92.721642
20147864,59133512,85.0,3,5,H3,79.0,0.08,25.0,18.0,57.0,0.25,1.7,24.9,17.6,-0.232,31.920032,-92.721642
19831989,57987355,85.0,4,8,H1,0.0,0.2,7.5,44.6,47.9,4.0,0.9,21.1,7,-0.202,44.153009,-70.194598
19831989,57987356,85.0,4,8,H2,18.0,0.13,6.5,27.5,66.0,4.0,1.45,10.1,3,-0.0865,44.153009,-70.194598
19831989,57987354,85.0,4,8,H3,76.0,0.09,6.5,24.1,69.4,0.8,1.83,10.6,3.6,-0.0877,44.153009,-70.194598
19832567,57989385,85.0,12,15,Ap,0.0,0.25,8.0,49.0,43.0,5.5,1,20.7,7.2,-0.197,46.874627,-68.405422
19832567,57989387,85.0,12,15,Bs,18.0,0.2,7.0,54.0,39.0,2.5,1.1,17.0,4.6,-0.159,46.874627,-68.405422
19832567,57989384,85.0,12,15,BC,41.0,0.18,7.0,53.0,40.0,1.0,1.25,15.5,3.7,-0.1425,46.874627,-68.405422
19832567,57989386,85.0,12,15,Cd,64.0,0.1,7.0,52.0,41.0,0.25,1.7,15.5,3.9,-0.138,46.874627,-68.405422
20229372,59354397,45.0,10,15,A,3.0,0.21,7.0,41.0,52.0,7.6,1,26.0,10.2,-0.25,43.831614,-70.360708
20229372,59354396,45.0,10,15,E,8.0,0.14,4.0,37.0,59.0,3.2,1.51,15.5,6.7,-0.1399,43.831614,-70.360708
20229372,59354395,45.0,10,15,Bhs,13.0,0.19,7.0,41.0,52.0,10.0,1,25.1,11.3,-0.241,43.831614,-70.360708
20229372,59354394,45.0,10,15,Bs1,18.0,0.19,7.0,41.0,52.0,7.0,1.01,22.9,8.7,-0.2189,43.831614,-70.360708
20229372,59354393,45.0,10,15,Bs2,28.0,0.16,7.0,41.0,52.0,3.6,1.17,19.7,6.3,-0.1853,43.831614,-70.360708
20277713,59487137,60.0,20,35,E,5.0,0.18,10.0,55.0,35.0,2.8,1.1,20.4,6.5,-0.193,45.042875,-70.427402
20277713,59487135,60.0,20,35,Bs,10.0,0.23,12.0,52.0,36.0,5.5,1,22.0,8.6,-0.21,45.042875,-70.427402
20277713,59487138,60.0,20,35,BC,51.0,0.22,14.0,48.0,38.0,1.0,1.45,20.3,7.6,-0.1885,45.042875,-70.427402
20277713,59487139,60.0,20,35,Cd,61.0,0.14,14.0,47.0,39.0,0.25,1.8,21.0,8.4,-0.192,45.042875,-70.427402
19833143,57991560,40.0,8,15,A,3.0,0.21,7.0,41.0,52.0,7.6,1,26.0,10.2,-0.25,44.40512800000001,-68.42228100000001
19833143,57991558,40.0,8,15,E,8.0,0.14,4.0,37.0,59.0,3.2,1.51,15.5,6.7,-0.1399,44.40512800000001,-68.42228100000001
19833143,57991557,40.0,8,15,Bhs,13.0,0.19,7.0,41.0,52.0,10.0,1,25.1,11.3,-0.241,44.40512800000001,-68.42228100000001
19833143,57991556,40.0,8,15,Bs1,18.0,0.19,7.0,41.0,52.0,7.0,1.01,22.9,8.7,-0.2189,44.40512800000001,-68.42228100000001
19833143,57991555,40.0,8,15,Bs2,28.0,0.16,7.0,41.0,52.0,3.6,1.17,19.7,6.3,-0.1853,44.40512800000001,-68.42228100000001
19796423,57879484,87.0,6,8,H1,0.0,0.19,6.5,27.5,66.0,4.0,1.15,15.3,6.6,-0.1415,44.439997,-69.762311
19796423,57879485,87.0,6,8,H2,18.0,0.13,6.5,27.5,66.0,1.8,1.45,10.1,3,-0.0865,44.439997,-69.762311
19796423,57879483,87.0,6,8,H3,56.0,0.09,6.5,27.5,66.0,0.2,1.83,10.6,3.6,-0.0877,44.439997,-69.762311
19803570,57902789,82.0,4,8,A,13.0,0.23,9.0,37.0,54.0,3.3,1.25,16.6,8,-0.1535,44.076434000000006,-69.055521
19803570,57902790,82.0,4,8,Bg,25.0,0.18,8.0,32.0,60.0,0.58,1.58,14.6,5.9,-0.1302,44.076434000000006,-69.055521
19803570,57902792,82.0,4,8,Cd,58.0,0.15,8.0,32.0,60.0,0.09,1.97,15.4,6.6,-0.1343,44.076434000000006,-69.055521
19835749,58002509,55.0,8,15,E,5.0,0.16,3.0,39.0,58.0,4.0,1.48,15.9,7.1,-0.1442,44.337474,-70.76766500000002
19835749,58002508,55.0,8,15,Bhs,10.0,0.18,6.0,41.0,53.0,7.0,1.02,17.4,8.7,-0.1638,44.337474,-70.76766500000002
19835749,58002507,55.0,8,15,Bs1,15.0,0.15,6.0,41.0,53.0,4.0,1.12,14.7,6.3,-0.1358,44.337474,-70.76766500000002
19835749,58002506,55.0,8,15,Bs2,51.0,0.14,3.0,44.0,53.0,4.0,1.12,12.5,4.8,-0.1138,44.337474,-70.76766500000002
19835749,58002505,55.0,8,15,Cd1,64.0,0.09,2.0,18.0,80.0,0.5,1.74,7.8,1.8,-0.06060001,44.337474,-70.76766500000002
19835749,58002504,55.0,8,15,Cd2,86.0,0.09,2.0,18.0,80.0,0.5,1.74,7.8,1.8,-0.06060001,44.337474,-70.76766500000002
20279727,59495670,85.0,12,15,E,8.0,0.22,8.0,49.0,43.0,2.8,1,18.9,5.2,-0.179,45.279373,-68.673401
20279727,59495669,85.0,12,15,Bs,13.0,0.2,7.0,54.0,39.0,5.5,1.1,19.9,7.2,-0.188,45.279373,-68.673401
20279727,59495666,85.0,12,15,BC,47.0,0.18,7.0,53.0,40.0,1.0,1.25,15.5,3.7,-0.1425,45.279373,-68.673401
20279727,59495668,85.0,12,15,Cd,70.0,0.14,7.0,52.0,41.0,0.25,1.7,15.5,3.9,-0.138,45.279373,-68.673401
20229595,59355295,40.0,1,2,Cseg,90.0,0.18,2.0,5.0,93.0,8.0,1.52,18.2,13.4,-0.1668,43.940237,-69.85592
20000450,58615434,45.0,20,30,E,5.0,0.2,12.0,50.0,38.0,1.8,1,19.9,5.9,-0.189,45.556423,-69.912603
20000450,58615430,45.0,20,30,Bs,8.0,0.23,12.0,46.0,42.0,5.0,1,20.4,7.7,-0.194,45.556423,-69.912603
20000450,58615431,45.0,20,30,C,53.0,0.23,14.0,44.0,42.0,1.8,1.1,20.3,6.8,-0.192,45.556423,-69.912603
19798731,57888224,90.0,12,15,Ap,0.0,0.16,6.0,47.0,47.0,7.0,1.39,21.2,12.6,-0.1981,44.521627,-69.075401
19798731,57888223,90.0,12,15,Bhs,15.0,0.16,6.0,39.0,55.0,9.0,1,19.9,10.9,-0.189,44.521627,-69.075401
19798731,57888222,90.0,12,15,Bs1,20.0,0.16,3.0,44.0,53.0,7.0,1.08,17.8,8.5,-0.1672,44.521627,-69.075401
19798731,57888221,90.0,12,15,Bs2,30.0,0.16,3.0,44.0,53.0,4.0,1.12,14.7,5.6,-0.1358,44.521627,-69.075401
19798731,57888220,90.0,12,15,Bs3,46.0,0.15,1.0,44.0,55.0,4.0,1.12,12.8,4.5,-0.1168,44.521627,-69.075401
19798731,57888219,90.0,12,15,BC,53.0,0.13,1.0,41.0,58.0,1.0,1.5,8.9,2,-0.07399999,44.521627,-69.075401
19798731,57888218,90.0,12,15,Cd,61.0,0.05,3.0,32.0,65.0,0.5,1.76,10.4,2.8,-0.08639999,44.521627,-69.075401
19797165,57882436,85.0,12,15,E,5.0,0.14,4.0,31.0,65.0,2.0,1.57,13.7,5.2,-0.1213,43.463418,-70.75193
19797165,57882435,85.0,12,15,Bhs,8.0,0.16,4.0,31.0,65.0,7.0,1.07,17.0,8.3,-0.1593,43.463418,-70.75193
19797165,57882434,85.0,12,15,Bs1,23.0,0.11,4.0,31.0,65.0,4.0,1.2,10.8,4.4,-0.096,43.463418,-70.75193
19797165,57882433,85.0,12,15,Bs2,41.0,0.05,1.0,21.0,78.0,2.0,1.26,4.7,1.3,-0.0344,43.463418,-70.75193
19797165,57882432,85.0,12,15,C,81.0,0.03,2.0,5.0,93.0,0.5,1.61,4.5,1.2,-0.0289,43.463418,-70.75193
20522316,60231306,85.0,12,15,Ap,0.0,0.15,20.8,52.2,27.0,2.5,1.36,23.3,11.4,-0.2194,39.587276,-78.664682
20522316,60231307,85.0,12,15,Bw,18.0,0.06,20.0,53.0,27.0,0.25,1.47,13.1,5.8,-0.1163,39.587276,-78.664682
20522316,60231308,85.0,12,15,C,25.0,0.03,21.2,54.8,24.0,0.25,1.41,9.9,4.4,-0.0849,39.587276,-78.664682
20353248,59743518,80.0,3,5,Ap,0.0,0.17,11.1,22.1,66.8,0.93,1.5,10.6,5,-0.09100001,38.979907,-76.635811
20353248,59743519,80.0,3,5,Bt,20.0,0.14,26.3,22.2,51.5,0.4,1.52,18.9,12.7,-0.1738,38.979907,-76.635811
20353248,59743517,80.0,3,5,E and Bt,69.0,0.09,12.5,2.2,85.3,0.13,1.65,11.2,7.2,-0.0955,38.979907,-76.635811
20629854,60619602,55.0,35,45,"A1, A2",0.0,0.19,15.0,35.0,50.0,2.0,1.25,25.4,10.5,-0.2415,39.386416,-76.642199
20629854,60619603,55.0,35,45,"Bw1, Bw2",16.0,0.17,15.0,25.0,60.0,0.25,1.35,17.5,8.3,-0.1615,39.386416,-76.642199
20629854,60619604,55.0,35,45,"C1,C2,C3,C4",56.0,0.13,8.0,10.0,82.0,0.1,1.55,18.2,8.4,-0.1665,39.386416,-76.642199
20522631,60232341,65.0,20,25,Ap,0.0,0.07,5.0,15.0,80.0,1.25,1.6,14.6,5.4,-0.13,38.565417,-76.585151
20522631,60232342,65.0,20,25,BA,7.0,0.07,5.0,15.0,80.0,0.25,1.6,12.3,3.8,-0.107,38.565417,-76.585151
20522631,60232339,65.0,20,25,Bt,41.0,0.15,12.0,25.0,63.0,0.1,1.55,16.8,7.6,-0.1525,38.565417,-76.585151
20522631,60232340,65.0,20,25,C1,91.0,0.12,5.0,15.0,80.0,0.0,1.6,11.1,3.2,-0.095,38.565417,-76.585151
20522631,60232343,65.0,20,25,C2,122.0,0.09,5.0,1.4,93.6,0.0,1.6,9.1,3.2,-0.075,38.565417,-76.585151
20354661,59748767,80.0,1,2,Ap,0.0,0.13,9.0,31.0,60.0,1.5,1.55,17.6,7.8,-0.1605,38.860037,-75.888908
20354661,59748769,80.0,1,2,BE,25.0,0.19,18.0,35.0,47.0,0.25,1.64,27.6,12.2,-0.2596,38.860037,-75.888908
20354661,59748770,80.0,1,2,Bt,36.0,0.19,26.0,23.0,51.0,0.15,1.65,25.2,17.4,-0.2355,38.860037,-75.888908
20354661,59748768,80.0,1,2,BC,71.0,0.1,8.0,5.0,87.0,0.1,1.74,15.3,5.7,-0.1356,38.860037,-75.888908
20354661,59748766,80.0,1,2,2Cg,165.0,0.22,18.0,53.0,29.0,0.1,1.7,27.8,12.4,-0.261,38.860037,-75.888908
20630482,60621773,75.0,6,8,Ap,0.0,0.19,20.0,44.0,36.0,2.5,1.21,23.0,10.3,-0.2179,39.49958400000001,-77.056476
20630482,60621774,75.0,6,8,Bt1,25.0,0.17,25.5,45.0,29.5,0.25,1.47,26.1,13.3,-0.2463,39.49958400000001,-77.056476
20630482,60621775,75.0,6,8,Bt2,64.0,0.17,23.5,32.5,44.0,0.12,1.47,25.2,12.2,-0.2373,39.49958400000001,-77.056476
20630482,60621778,75.0,6,8,BCt,76.0,0.19,19.0,34.5,46.5,0.09,1.5,21.4,9.1,-0.199,39.49958400000001,-77.056476
20630482,60621777,75.0,6,8,C,137.0,0.15,12.5,19.6,67.9,0.09,1.38,12.4,3.8,-0.1102,39.49958400000001,-77.056476
20629143,60617114,75.0,17,25,Ap,0.0,0.13,10.0,35.0,55.0,1.5,1.55,18.2,8.4,-0.1665,39.526733,-75.944956
20629143,60617116,75.0,17,25,E,23.0,0.13,18.0,27.0,55.0,0.25,1.64,21.5,12.2,-0.1986,39.526733,-75.944956
20629143,60617113,75.0,17,25,Bt,38.0,0.19,25.0,30.0,45.0,0.15,1.65,30.9,16.7,-0.2925,39.526733,-75.944956
20629143,60617115,75.0,17,25,BC,76.0,0.1,10.0,15.0,75.0,0.1,1.74,16.8,7.1,-0.1506,39.526733,-75.944956
20629143,60617117,75.0,17,25,C,94.0,0.1,8.0,5.0,87.0,0.1,1.74,15.3,5.7,-0.1356,39.526733,-75.944956
20355475,59752380,31.0,28,40,Ap,0.0,0.18,12.1,64.2,23.7,4.0,1.67,23.3,6.6,-0.2163,38.503677,-76.939514
20355475,59752381,31.0,28,40,Bt1,10.0,0.2,14.4,63.6,22.0,1.0,1.5,24.8,5.4,-0.233,38.503677,-76.939514
20355475,59752382,31.0,28,40,Bt2,51.0,0.12,22.9,46.2,30.9,0.4,1.74,20.2,8.6,-0.1846,38.503677,-76.939514
20355475,59752383,31.0,28,40,2Bt3,66.0,0.06,15.9,62.6,21.5,0.1,2.2,3.8,5.5,-0.016,38.503677,-76.939514
20355475,59752384,31.0,28,40,3BC,180.0,0.01,4.0,6.0,90.0,0.0,1.7,1.8,0.6,-0.000999999,38.503677,-76.939514
20694852,60852853,85.0,2,3,Ap,0.0,0.14,17.5,53.4,29.1,2.5,1.33,27.1,12.1,-0.2577,39.491911,-77.39160799999998
20694852,60852854,85.0,2,3,"Bw1, Bw2",20.0,0.14,26.0,54.3,19.7,0.25,1.4,27.2,13.6,-0.258,39.491911,-77.39160799999998
20694852,60852852,85.0,2,3,C,127.0,0.06,10.0,20.0,70.0,0.25,1.45,9.0,4.5,-0.0755,39.491911,-77.39160799999998
20696059,60857534,80.0,6,8,Ap,0.0,0.18,22.3,54.6,23.1,3.25,1.37,26.9,13.2,-0.2553,39.509079,-76.332617
20696059,60857535,80.0,6,8,BE,25.0,0.15,23.3,54.6,22.1,0.33,1.51,24.8,10.8,-0.2329,39.509079,-76.332617
20696059,60857536,80.0,6,8,Bt1,43.0,0.17,30.5,47.6,21.9,0.16,1.52,28.9,15.5,-0.2738,39.509079,-76.332617
20696059,60857537,80.0,6,8,Bt2,56.0,0.17,32.7,45.0,22.3,0.16,1.52,30.2,16.9,-0.2868,39.509079,-76.332617
20696059,60857538,80.0,6,8,Bt3,76.0,0.17,33.8,43.4,22.8,0.16,1.54,30.2,17.2,-0.2866,39.509079,-76.332617
20696059,60857540,80.0,6,8,C,142.0,0.12,10.0,35.6,54.4,0.08,1.56,11.5,3.2,-0.09940001,39.509079,-76.332617
20695607,60855779,85.0,12,15,A1,0.0,0.19,16.6,43.3,40.1,3.0,1.36,26.6,12.1,-0.2524,39.252166,-76.915295
20695607,60855780,85.0,12,15,A2,5.0,0.19,8.7,25.8,65.5,3.0,1.48,19.9,11.1,-0.1842,39.252166,-76.915295
20695607,60855781,85.0,12,15,Bw1,15.0,0.17,18.5,22.1,59.4,0.3,1.54,20.9,12.4,-0.1936,39.252166,-76.915295
20695607,60855782,85.0,12,15,Bw2,33.0,0.17,16.3,20.1,63.6,0.2,1.58,19.9,11.1,-0.1832,39.252166,-76.915295
20695607,60855783,85.0,12,15,C1,56.0,0.13,13.7,13.8,72.5,0.15,1.56,12.0,6.1,-0.1044,39.252166,-76.915295
20695607,60855784,85.0,12,15,C2,76.0,0.13,1.6,8.0,90.4,0.15,1.6,4.1,0.8,-0.025,39.252166,-76.915295
20695607,60855785,85.0,12,15,C3,112.0,0.13,4.8,8.3,86.9,0.1,1.6,7.5,2.2,-0.059,39.252166,-76.915295
20695607,60855776,85.0,12,15,C4,135.0,0.13,4.8,8.3,86.9,0.05,1.62,7.3,2.1,-0.0568,39.252166,-76.915295
20361476,59778872,80.0,1,2,Ap,0.0,0.22,13.0,67.0,20.0,1.5,1.5,25.7,9.9,-0.242,39.244195,-76.030726
20361476,59778874,80.0,1,2,Bt,25.0,0.15,38.0,58.0,4.0,0.3,1.55,35.1,24,-0.3355,39.244195,-76.030726
20361476,59778873,80.0,1,2,2Cg,122.0,0.19,12.0,43.0,45.0,0.2,1.6,23.8,8,-0.222,39.244195,-76.030726
20695820,60856658,95.0,12,15,H1,0.0,0.17,17.5,53.4,29.1,1.25,1.3,23.8,9.6,-0.225,39.099992,-77.167846
20695820,60856659,95.0,12,15,H2,20.0,0.14,24.0,17.8,58.2,0.38,1.4,20.9,13.1,-0.195,39.099992,-77.167846
20695820,60856660,95.0,12,15,H3,43.0,0.13,17.5,15.3,67.2,0.38,1.38,17.6,9.3,-0.1622,39.099992,-77.167846
20695820,60856661,95.0,12,15,H4,51.0,0.11,12.5,4.2,83.3,0.38,1.38,15.7,7.2,-0.1432,39.099992,-77.167846
20363323,59785760,45.0,13,15,Ap,0.0,0.18,10.0,23.1,66.9,4.42,1.5,11.7,6.8,-0.102,38.842042,-76.838983
20363323,59785761,45.0,13,15,Bt1,30.0,0.15,16.3,31.2,52.5,0.25,1.6,15.5,6.1,-0.139,38.842042,-76.838983
20363323,59785762,45.0,13,15,Bt2,64.0,0.16,21.6,8.5,69.9,0.25,1.51,20.3,8.1,-0.1879,38.842042,-76.838983
20363323,59785763,45.0,13,15,BC,145.0,0.09,9.8,5.9,84.3,0.25,1.5,19.0,3.6,-0.175,38.842042,-76.838983
20364263,59789018,80.0,3,5,Ap,0.0,0.19,13.0,67.0,20.0,1.22,1.47,18.0,9.3,-0.1653,39.024212,-76.080464
20364263,59789017,80.0,3,5,E,13.0,0.19,13.0,67.0,20.0,0.25,1.51,18.0,8.2,-0.1649,39.024212,-76.080464
20364263,59789016,80.0,3,5,Bt,28.0,0.2,25.0,65.0,10.0,0.31,1.6,18.0,10,-0.164,39.024212,-76.080464
20364263,59789020,80.0,3,5,2BC,86.0,0.1,11.0,19.0,70.0,0.2,1.75,18.4,8.7,-0.1665,39.024212,-76.080464
20364263,59789019,80.0,3,5,2C,97.0,0.09,7.0,9.0,84.0,0.2,1.75,15.0,5.7,-0.1325,39.024212,-76.080464
20365022,59791794,70.0,3,5,A,0.0,0.26,7.9,51.5,40.6,2.5,1.13,29.0,6.3,-0.2787,38.287766,-76.58754
20365022,59791797,70.0,3,5,E,8.0,0.22,11.5,55.5,33.0,1.03,1.53,19.6,4.9,-0.1807,38.287766,-76.58754
20365022,59791793,70.0,3,5,Bt,20.0,0.16,21.7,55.3,23.0,0.41,1.54,20.6,9.9,-0.1906,38.287766,-76.58754
20365022,59791796,70.0,3,5,Btx,51.0,0.12,13.0,42.5,44.5,0.07,1.82,12.5,5,-0.1068,38.287766,-76.58754
20365022,59791795,70.0,3,5,2B't,104.0,0.06,24.2,10.0,65.8,0.69,1.79,13.6,9,-0.1181,38.287766,-76.58754
20365022,59791798,70.0,3,5,2BCg,165.0,0.1,32.1,3.6,64.3,0.05,1.55,16.8,12,-0.1525,38.287766,-76.58754
20365022,59791799,70.0,3,5,2CB,180.0,0.1,17.3,2.3,80.4,0.0,1.55,16.9,7.3,-0.1535,38.287766,-76.58754
20365650,59793761,38.0,0,2,A,5.0,0.13,14.0,40.0,46.0,1.75,1.65,17.5,8.1,-0.1585,38.098475,-75.777478
20365650,59793762,38.0,0,2,Btg,25.0,0.19,25.0,15.0,60.0,0.5,1.58,24.4,16.8,-0.2282,38.098475,-75.777478
20365650,59793763,38.0,0,2,BCg,81.0,0.1,8.0,12.0,80.0,0.25,1.7,12.9,4.1,-0.112,38.098475,-75.777478
20365650,59793764,38.0,0,2,Cg1,100.0,0.19,22.0,14.0,64.0,0.25,1.65,23.2,15.1,-0.2155,38.098475,-75.777478
20365650,59793760,38.0,0,2,Cg2,117.0,0.05,2.0,5.0,93.0,0.25,1.65,7.4,1.8,-0.0575,38.098475,-75.777478
20365806,59794374,40.0,0,2,A,7.0,0.21,15.0,79.0,6.0,4.8,1.4,21.0,7,-0.196,38.792166,-76.08868199999998
20365806,59794377,40.0,0,2,Eg,10.0,0.21,19.0,75.0,6.0,0.2,1.5,18.0,8,-0.165,38.792166,-76.08868199999998
20365806,59794376,40.0,0,2,Btg,32.0,0.13,35.0,57.2,7.8,0.2,1.6,21.0,13,-0.194,38.792166,-76.08868199999998
20365806,59794373,40.0,0,2,2BCg,109.0,0.18,11.0,20.0,69.0,0.2,1.75,17.0,5,-0.1525,38.792166,-76.08868199999998
19778396,57812823,85.0,2,3,H1,0.0,0.21,19.5,53.8,26.7,6.0,1.3,30.9,17.1,-0.296,39.560576,-77.88698199999997
19778396,57812824,85.0,2,3,H2,41.0,0.16,47.5,42.5,10.0,0.35,1.53,29.5,23.7,-0.2797,39.560576,-77.88698199999997
20366073,59795444,80.0,1,2,Ap,0.0,0.07,6.0,14.0,80.0,1.25,1.62,15.4,5.9,-0.1378,38.368668,-75.65991
20366073,59795447,80.0,1,2,E,25.0,0.09,4.0,14.0,82.0,0.5,1.61,12.0,3.4,-0.1039,38.368668,-75.65991
20366073,59795445,80.0,1,2,Bt,61.0,0.14,15.0,12.0,73.0,0.3,1.58,16.4,6.8,-0.1482,38.368668,-75.65991
20366073,59795446,80.0,1,2,C,91.0,0.07,8.0,8.0,84.0,0.1,1.6,14.7,5.3,-0.131,38.368668,-75.65991
20367604,59800968,80.0,1,2,Ap,0.0,0.16,13.0,32.0,55.0,1.75,1.65,20.7,11.3,-0.1905,38.209308,-75.428675
